,SKU,0
3715,SET171-KR-NP-M,76.29999999999927
3714,SET171-KR-NP-L,76.29999999999927
704,J0134-SET-XS,76.13
702,J0134-SET-S,76.13
701,J0134-SET-M,76.13
700,J0134-SET-L,76.13
703,J0134-SET-XL,76.13
705,J0134-SET-XXL,76.13
1763,JNE3384-KR-M,76.0
1768,JNE3384-KR-XXXL,76.0
419,J0041-SET-XS,76.0
2661,JNE3679-TU-S,76.0
1960,JNE3455-KR-XL,75.88999999999987
1962,JNE3455-KR-XXL,75.88999999999987
1957,JNE3455-KR-L,75.88999999999987
1963,JNE3455-KR-XXXL,75.88999999999987
1958,JNE3455-KR-M,75.88999999999987
1959,JNE3455-KR-S,75.88999999999987
2847,JNE3725-KR-M,75.5
2848,JNE3725-KR-S,75.5
2846,JNE3725-KR-L,75.5
2458,JNE3636-KR-XL,75.5
1823,JNE3405-KR-XS,75.25
2849,JNE3725-KR-XL,75.0
2850,JNE3725-KR-XXL,75.0
2933,JNE3750-KR-XXXL,75.0
2927,JNE3750-KR-L,75.0
2930,JNE3750-KR-XL,75.0
2928,JNE3750-KR-M,75.0
659,J0123-TP-XS,75.0
1414,J0369-SKD-L,75.0
2932,JNE3750-KR-XXL,75.0
2929,JNE3750-KR-S,75.0
1424,J0372-SKD-L,75.0
1116,J0237-SKD-L,74.85000000000036
4091,SET266-KR-NP-L,74.75
4092,SET266-KR-NP-M,74.75
2647,JNE3676-TU-S,74.75
1118,J0237-SKD-S,74.5
1543,JNE2132-KR-398-XXXL,74.5
1534,JNE2113-KR-381-M,74.5
1535,JNE2113-KR-381-S,74.5
1538,JNE2132-KR-398-L,74.5
4214,SET291-KR-PP-XXXL,74.5
1539,JNE2132-KR-398-M,74.5
1541,JNE2132-KR-398-XL,74.5
3838,SET205-KR-DPT-XXL,74.30999999999995
3839,SET205-KR-DPT-XXXL,74.30999999999995
2802,JNE3716-KR-XXXL,74.25
537,J0097-KR-M,74.25
2799,JNE3716-KR-XL,74.25
4586,SET413-KR-NP-XL,74.0
4292,SET315-KR-PP-XXXL,74.0
4587,SET413-KR-NP-XS,74.0
4585,SET413-KR-NP-S,74.0
4584,SET413-KR-NP-M,74.0
4095,SET266-KR-NP-XXL,74.0
4583,SET413-KR-NP-L,74.0
4588,SET413-KR-NP-XXL,74.0
4291,SET315-KR-PP-XXL,74.0
1750,JNE3376-KR-L,74.0
2008,JNE3480-KR-M,74.0
2007,JNE3480-KR-L,74.0
4288,SET315-KR-PP-S,74.0
2324,JNE3607-KR-M,74.0
2325,JNE3607-KR-XL,74.0
2326,JNE3607-KR-XXXL,74.0
3008,JNE3770-KR-XXL,74.0
3007,JNE3770-KR-XL,74.0
4287,SET315-KR-PP-M,74.0
4290,SET315-KR-PP-XS,74.0
1754,JNE3376-KR-XXL,74.0
1753,JNE3376-KR-XL,74.0
1751,JNE3376-KR-M,74.0
4286,SET315-KR-PP-L,74.0
4589,SET413-KR-NP-XXXL,74.0
1121,J0237-SKD-XXL,74.0
538,J0097-KR-S,74.0
855,J0171-DR-XL,74.0
852,J0171-DR-L,74.0
1117,J0237-SKD-M,74.0
1119,J0237-SKD-XL,74.0
2114,JNE3535-KR-XL,73.85000000000036
4109,SET268-KR-NP-XXXL,73.85000000000036
4108,SET268-KR-NP-XXL,73.84999999999854
2009,JNE3480-KR-S,73.75
2010,JNE3480-KR-XL,73.75
4498,SET375-KR-NP-XL,73.5
2111,JNE3535-KR-L,73.5
2115,JNE3535-KR-XXL,73.5
4073,SET262-KR-NP-XXL,73.5
536,J0097-KR-L,73.25
2798,JNE3716-KR-S,73.25
445,J0078-SET-XXL,73.0
2669,JNE3680-TU-XL,73.0
441,J0078-SET-L,73.0
444,J0078-SET-XL,73.0
1713,JNE3364-KR-1051-M,72.75
1715,JNE3364-KR-1051-XL,72.59999999999991
446,J0078-SET-XXXL,72.5
442,J0078-SET-M,72.5
2233,JNE3566-KR-M,72.5
443,J0078-SET-S,72.5
3843,SET209-KR-PP-S,72.0
481,J0086-DR-L,72.0
3842,SET209-KR-PP-M,72.0
2837,JNE3722-KR-XS,72.0
3844,SET209-KR-PP-XL,72.0
1855,JNE3423-KR-XXL,71.75
894,J0178-TP-XXL,71.63000000000011
1499,JNE2009-KR-310-XL,71.5
892,J0178-TP-XL,71.13000000000011
2430,JNE3628-KR-XXL,71.0
1461,J0398-DR-XXXL,71.0
1456,J0398-DR-M,71.0
2347,JNE3612-KR-S,71.0
2346,JNE3612-KR-M,71.0
2786,JNE3713-TP-XL,71.0
2345,JNE3612-KR-L,71.0
1457,J0398-DR-S,71.0
1458,J0398-DR-XL,71.0
2234,JNE3566-KR-S,70.69999999999982
1455,J0398-DR-L,70.5
2051,JNE3506-KR-XL,70.5
2206,JNE3561-KR-XXL,70.5
2202,JNE3561-KR-L,70.5
2204,JNE3561-KR-S,70.5
2048,JNE3506-KR-L,70.5
2049,JNE3506-KR-M,70.5
2050,JNE3506-KR-S,70.5
2053,JNE3506-KR-XXL,70.5
2052,JNE3506-KR-XS,70.5
1905,JNE3439-KR-S,70.25
4036,SET251-KR-PP-XS,69.75
699,J0133-KR-XXL,69.75
1459,J0398-DR-XS,69.5
2236,JNE3566-KR-XXL,69.5
2232,JNE3566-KR-L,69.5
2235,JNE3566-KR-XL,69.5
4271,SET306-KR-PP-XL,69.5
2429,JNE3628-KR-XL,69.5
2428,JNE3628-KR-S,69.5
2427,JNE3628-KR-M,69.5
2431,JNE3628-KR-XXXL,69.5
2426,JNE3628-KR-L,69.34999999999991
93,BTM002-M,69.05999999999949
1399,J0351-SET-XXXL,69.0
1396,J0351-SET-XL,69.0
1398,J0351-SET-XXL,69.0
4198,SET289-KR-NP-S,69.0
1625,JNE3068-KR-XXL,69.0
4200,SET289-KR-NP-XS,69.0
4201,SET289-KR-NP-XXL,69.0
4018,SET248-KR-NP-XS,69.0
1393,J0351-SET-L,69.0
1397,J0351-SET-XS,69.0
1394,J0351-SET-M,69.0
1395,J0351-SET-S,69.0
518,J0093-DR-XS,68.94000000000005
516,J0093-DR-S,68.94000000000005
882,J0176-TP-XXL,68.88000000000011
877,J0176-TP-L,68.88000000000011
878,J0176-TP-M,68.88000000000011
880,J0176-TP-XL,68.88000000000011
883,J0176-TP-XXXL,68.88000000000011
1243,J0284-SKD-XXL,68.85000000000036
3104,JNE3807-KR-L,68.5
4269,SET306-KR-PP-M,68.5
2294,JNE3577-KR-XXXL,68.5
2217,JNE3563-KR-XXL,68.5
4273,SET306-KR-PP-XXL,68.5
2086,JNE3523-KR-S,68.25
2289,JNE3577-KR-L,68.0
2228,JNE3565-KR-XL,68.0
2225,JNE3565-KR-L,68.0
2275,JNE3574-KR-XXL,68.0
2274,JNE3574-KR-XL,68.0
1933,JNE3445-KR-XXL,68.0
1934,JNE3445-KR-XXXL,68.0
1338,J0335-DR-S,68.0
2273,JNE3574-KR-S,68.0
2272,JNE3574-KR-M,68.0
4268,SET306-KR-PP-L,68.0
2231,JNE3565-KR-XXXL,68.0
2230,JNE3565-KR-XXL,68.0
2226,JNE3565-KR-M,68.0
3428,NW014-ST-SR-M,68.0
3427,NW014-ST-SR-L,68.0
3429,NW014-ST-SR-S,68.0
3430,NW014-ST-SR-XL,68.0
4196,SET289-KR-NP-L,68.0
3431,NW014-ST-SR-XXL,68.0
2218,JNE3563-KR-XXXL,67.5
2213,JNE3563-KR-L,67.5
2214,JNE3563-KR-M,67.5
4124,SET272-KR-PP-L,67.5
1696,JNE3313-KR-XS,67.13
2692,JNE3687-TU-L,67.0
973,J0196-TP-XXL,67.0
2081,JNE3522-KR-XS,67.0
1849,JNE3422-KR-XL,66.63000000000011
1848,JNE3422-KR-S,66.63000000000011
1846,JNE3422-KR-L,66.63000000000011
1847,JNE3422-KR-M,66.63000000000011
1850,JNE3422-KR-XXL,66.63000000000011
1329,J0333-DR-M,66.5
2047,JNE3504-KR-XXXL,66.25
2541,JNE3656-TP-XL,66.09999999999991
2384,JNE3617-KR-XXXL,66.0
2380,JNE3617-KR-M,66.0
2761,JNE3708-TU-XS,66.0
2560,JNE3660-TP-XXL,66.0
4348,SET328-KR-NP-L,66.0
4351,SET328-KR-NP-XL,66.0
885,J0177-KR-M,66.0
4353,SET328-KR-NP-XXXL,66.0
1330,J0333-DR-S,66.0
2382,JNE3617-KR-XL,66.0
1331,J0333-DR-XL,66.0
1332,J0333-DR-XXL,66.0
2975,JNE3762-KR-M,66.0
2977,JNE3762-KR-XL,66.0
2979,JNE3762-KR-XXXL,66.0
884,J0177-KR-L,65.84999999999991
888,J0177-KR-XXXL,65.84999999999991
2539,JNE3656-TP-M,65.75
3546,SET014-KR-PP-M,65.25
3547,SET014-KR-PP-S,65.25
2288,JNE3576-KR-XXXL,65.25
1604,JNE2307-KR-572-S,65.13
1603,JNE2307-KR-572-M,65.13
4575,SET405-KR-NP-XXL,65.0
4571,SET405-KR-NP-M,65.0
4570,SET405-KR-NP-L,65.0
4573,SET405-KR-NP-XL,65.0
4574,SET405-KR-NP-XS,65.0
4572,SET405-KR-NP-S,65.0
4578,SET409-KR-NP-M,65.0
4577,SET409-KR-NP-L,65.0
4580,SET409-KR-NP-XL,65.0
4581,SET409-KR-NP-XS,65.0
4579,SET409-KR-NP-S,65.0
2655,JNE3678-TU-XL,64.75
2455,JNE3636-KR-L,64.5
3577,SET044-KR-NP-XXXL,64.5
2371,JNE3615-KR-XXXL,64.34999999999991
2729,JNE3698-KR-M,64.0
2220,JNE3564-KR-M,64.0
2730,JNE3698-KR-S,64.0
2732,JNE3698-KR-XXL,64.0
2456,JNE3636-KR-M,64.0
3465,PJNE2014-KR-4XL,64.0
3466,PJNE2014-KR-5XL,64.0
2731,JNE3698-KR-XL,64.0
2459,JNE3636-KR-XXL,64.0
2219,JNE3564-KR-L,64.0
2223,JNE3564-KR-XXL,64.0
2728,JNE3698-KR-L,64.0
2030,JNE3500-KR-L,64.0
1890,JNE3435-KR-XXXL,64.0
2222,JNE3564-KR-XL,64.0
3446,NW030-TP-PJ-M,64.0
2441,JNE3633-KR-M,64.0
3448,NW030-TP-PJ-XL,64.0
2221,JNE3564-KR-S,64.0
3449,NW030-TP-PJ-XXL,64.0
3445,NW030-TP-PJ-L,64.0
2457,JNE3636-KR-S,64.0
1945,JNE3449-KR-M,64.0
1923,JNE3441-KR-XXXL,64.0
3119,JNE3813-KR-XL,64.0
2839,JNE3722-KR-XXXL,64.0
2248,JNE3568-KR-XXL,64.0
2249,JNE3568-KR-XXXL,64.0
577,J0105-KR-XXL,64.0
576,J0105-KR-XL,64.0
574,J0105-KR-M,64.0
573,J0105-KR-L,64.0
575,J0105-KR-S,64.0
1920,JNE3441-KR-XL,64.0
3121,JNE3813-KR-XXL,64.0
1475,JNE1951-KR-155-XXXL,64.0
2244,JNE3568-KR-L,64.0
2247,JNE3568-KR-XL,64.0
3217,JNE3880-DR-XXL,64.0
402,J0034-SET-XXL,64.0
2245,JNE3568-KR-M,64.0
2246,JNE3568-KR-S,64.0
2832,JNE3721-KR-XXXL,63.5
2830,JNE3721-KR-XL,63.5
2828,JNE3721-KR-M,63.5
1349,J0337-TP-L,63.0
1948,JNE3449-KR-XXL,63.0
1947,JNE3449-KR-XL,63.0
1310,J0307-TP-XXL,63.0
2650,JNE3676-TU-XXL,62.75
2565,JNE3662-TP-L,62.5
695,J0132-KR-S,62.5
1662,JNE3261-KR-XL,62.5
1664,JNE3261-KR-XXL,62.5
1665,JNE3261-KR-XXXL,62.5
2566,JNE3662-TP-M,62.5
1661,JNE3261-KR-S,62.5
2772,JNE3710-DR-S,62.44999999999982
2659,JNE3679-TU-L,62.34999999999991
696,J0132-KR-XL,62.25
697,J0132-KR-XXL,62.25
957,J0194-DR-S,62.0
3484,PJNE3252-KR-6XL,62.0
3482,PJNE3252-KR-4XL,62.0
2608,JNE3669-TU-XXXL,62.0
3483,PJNE3252-KR-5XL,62.0
1660,JNE3261-KR-M,62.0
2536,JNE3654-TP-XXL,62.0
2664,JNE3679-TU-XXL,62.0
956,J0194-DR-M,62.0
1659,JNE3261-KR-L,62.0
2662,JNE3679-TU-XL,61.84999999999991
2660,JNE3679-TU-M,61.84999999999991
452,J0080-TP-M,61.809999999999945
453,J0080-TP-S,61.809999999999945
454,J0080-TP-XL,61.809999999999945
455,J0080-TP-XS,61.809999999999945
456,J0080-TP-XXL,61.809999999999945
457,J0080-TP-XXXL,61.809999999999945
817,J0158-DR-XXXL,61.809999999999945
451,J0080-TP-L,61.809999999999945
814,J0158-DR-XL,61.809999999999945
730,J0138-KR-XS,61.809999999999945
812,J0158-DR-M,61.809999999999945
813,J0158-DR-S,61.809999999999945
811,J0158-DR-L,61.809999999999945
3863,SET219-KR-PP-L,61.75
3635,SET097-KR-PP-S,61.75
2066,JNE3516-KR-M,61.75
3633,SET097-KR-PP-L,61.75
3634,SET097-KR-PP-M,61.75
3867,SET219-KR-PP-XXL,61.75
687,J0131-KR-L,61.75
2067,JNE3516-KR-S,61.5
1896,JNE3437-KR-XXXL,61.5
2068,JNE3516-KR-XL,61.5
1892,JNE3437-KR-M,61.5
1787,JNE3391-KR-XS,61.5
2070,JNE3516-KR-XXXL,61.5
2065,JNE3516-KR-L,61.5
1761,JNE3383-KR-XXXL,61.5
815,J0158-DR-XS,61.309999999999945
359,J0016-DR-M,61.25
358,J0016-DR-L,61.25
2331,JNE3609-KR-XS,61.25
2333,JNE3609-KR-XXXL,61.25
2332,JNE3609-KR-XXL,61.25
361,J0016-DR-XL,61.25
2329,JNE3609-KR-S,61.25
360,J0016-DR-S,61.25
3556,SET037-KR-NP-XS,61.25
362,J0016-DR-XS,61.25
1839,JNE3420-KR-S,61.25
1891,JNE3437-KR-L,61.25
1590,JNE2270-KR-487-M,61.25
1591,JNE2270-KR-487-S,61.25
1592,JNE2270-KR-487-XL,61.25
1593,JNE2270-KR-487-XS,61.25
3558,SET037-KR-NP-XXXL,61.25
1838,JNE3420-KR-M,61.25
1837,JNE3420-KR-L,61.25
1840,JNE3420-KR-XL,61.25
1841,JNE3420-KR-XXL,61.25
1594,JNE2270-KR-487-XXL,61.25
1678,JNE3288-KR-XS,61.25
364,J0016-DR-XXXL,61.25
363,J0016-DR-XXL,61.25
1589,JNE2270-KR-487-L,61.09999999999991
106,BTM005-M,61.059999999999945
121,BTM021-S,61.059999999999945
120,BTM021-M,61.059999999999945
107,BTM005-S,61.059999999999945
109,BTM005-XS,61.059999999999945
123,BTM021-XS,61.059999999999945
1012,J0203-TP-XXXL,61.0
965,J0195-TP-XS,61.0
964,J0195-TP-XL,61.0
966,J0195-TP-XXL,61.0
967,J0195-TP-XXXL,61.0
963,J0195-TP-S,61.0
962,J0195-TP-M,61.0
961,J0195-TP-L,61.0
1011,J0203-TP-XXL,61.0
2186,JNE3557-KR-S,60.55000000000018
2673,JNE3683-TU-S,60.5
1873,JNE3432-KR-M,60.0
3047,JNE3784-KR-XXL,60.0
3858,SET218-KR-NP-L,60.0
3859,SET218-KR-NP-M,60.0
3860,SET218-KR-NP-S,60.0
3861,SET218-KR-NP-XL,60.0
3862,SET218-KR-NP-XXL,60.0
2738,JNE3703-KR-L,60.0
1876,JNE3432-KR-XXL,60.0
2741,JNE3703-KR-XL,60.0
2744,JNE3703-KR-XXXL,60.0
1875,JNE3432-KR-XL,60.0
2752,JNE3707-DR-L,60.0
2753,JNE3707-DR-M,60.0
1874,JNE3432-KR-S,60.0
2756,JNE3707-DR-XXL,60.0
1367,J0342-TP-XXXL,60.0
2755,JNE3707-DR-XL,60.0
1366,J0342-TP-XL,60.0
1872,JNE3432-KR-L,59.75
1909,JNE3439-KR-XXXL,59.75
1743,JNE3373-KR-L,59.5
1744,JNE3373-KR-M,59.5
1745,JNE3373-KR-S,59.5
1207,J0278-SET-L,59.5
3995,SET244-KR-NP-XXL,59.25
3993,SET244-KR-NP-S,59.25
3996,SET244-KR-NP-XXXL,59.25
435,J0073-KR-L,59.25
3965,SET239-KR-NP-M,59.25
4391,SET339-KR-NP-L,59.0
1578,JNE2251-KR-537-XXXL,59.0
1577,JNE2251-KR-537-XXL,59.0
1576,JNE2251-KR-537-XL,59.0
1575,JNE2251-KR-537-S,59.0
1574,JNE2251-KR-537-M,59.0
2916,JNE3744-TU-S,59.0
4395,SET339-KR-NP-XS,59.0
4499,SET375-KR-NP-XS,59.0
4397,SET339-KR-NP-XXXL,59.0
1699,JNE3348-KR-L,59.0
4497,SET375-KR-NP-S,59.0
1703,JNE3348-KR-XXL,59.0
4495,SET375-KR-NP-L,59.0
1704,JNE3348-KR-XXXL,59.0
2397,JNE3620-KR-XXL,58.5
4392,SET339-KR-NP-M,58.5
2393,JNE3620-KR-L,58.5
2394,JNE3620-KR-M,58.5
982,J0198-TP-L,58.5
4396,SET339-KR-NP-XXL,58.5
2023,JNE3489-KR-XXXL,58.5
1288,J0301-TP-XXXL,58.5
2113,JNE3535-KR-S,58.5
1992,JNE3469-KR-XXL,58.25
1991,JNE3469-KR-XL,58.25
1990,JNE3469-KR-S,58.25
3671,SET131-KR-NP-XS,58.190000000000055
3883,SET223-KR-NP-S,58.0
1579,JNE2265-KR-501-L,58.0
3881,SET223-KR-NP-L,58.0
2342,JNE3611-KR-XS,58.0
1583,JNE2265-KR-501-XXL,58.0
1580,JNE2265-KR-501-M,58.0
985,J0198-TP-XL,58.0
984,J0198-TP-S,58.0
983,J0198-TP-M,58.0
4250,SET303-KR-NP-L,58.0
3887,SET223-KR-NP-XXXL,58.0
4394,SET339-KR-NP-XL,58.0
2940,JNE3751-KR-XXXL,58.0
2939,JNE3751-KR-XXL,58.0
2937,JNE3751-KR-XL,58.0
3709,SET164-KR-NP-S,57.889999999999986
3710,SET164-KR-NP-XL,57.889999999999986
3711,SET164-KR-NP-XS,57.889999999999986
3712,SET164-KR-NP-XXL,57.889999999999986
3713,SET164-KR-NP-XXXL,57.889999999999986
4393,SET339-KR-NP-S,57.5
4496,SET375-KR-NP-M,57.5
131,BTM027-NP-M,57.059999999999945
132,BTM027-NP-S,57.059999999999945
134,BTM027-NP-XS,57.059999999999945
996,J0201-TP-XS,57.0
531,J0096-KR-S,57.0
988,J0198-TP-XXXL,57.0
2935,JNE3751-KR-M,57.0
2934,JNE3751-KR-L,57.0
2918,JNE3744-TU-XS,57.0
2341,JNE3611-KR-XL,57.0
1409,J0354-KR-L,57.0
542,J0097-KR-XXXL,57.0
541,J0097-KR-XXL,57.0
539,J0097-KR-XL,57.0
533,J0096-KR-XS,57.0
1410,J0354-KR-M,57.0
1411,J0354-KR-S,57.0
1412,J0354-KR-XL,57.0
1413,J0354-KR-XXL,57.0
424,J0042-DR-XL,57.0
2338,JNE3611-KR-L,57.0
986,J0198-TP-XS,57.0
2339,JNE3611-KR-M,57.0
2340,JNE3611-KR-S,57.0
1809,JNE3400-KR-S,57.0
1807,JNE3400-KR-L,57.0
4093,SET266-KR-NP-S,56.5
2936,JNE3751-KR-S,56.5
2551,JNE3659-TP-L,56.34999999999991
423,J0042-DR-M,56.32999999999993
3703,SET156-KR-NP-XXL,56.25
2552,JNE3659-TP-M,56.0
4522,SET384-KR-NP-L,56.0
4025,SET250-KR-SHA-L,56.0
4028,SET250-KR-SHA-XL,56.0
4030,SET250-KR-SHA-XXL,56.0
4527,SET386-KR-NP-L,56.0
2554,JNE3659-TP-XL,56.0
2556,JNE3659-TP-XXL,56.0
1916,JNE3440-KR-XXXL,56.0
857,J0171-DR-XXL,56.0
3700,SET156-KR-NP-M,56.0
3702,SET156-KR-NP-XL,56.0
3769,SET191-KR-PP-M,55.75
3721,SET172-KR-PP-L,55.75
3648,SET100-KR-PP-S,55.75
3647,SET100-KR-PP-M,55.75
3770,SET191-KR-PP-S,55.75
2858,JNE3728-KR-XL,55.75
3650,SET100-KR-PP-XXL,55.75
2652,JNE3678-TU-L,55.75
2183,JNE3556-KR-XXXL,55.5
2636,JNE3674-TU-S,55.5
2857,JNE3728-KR-S,55.25
809,J0157-DR-XL,55.0
807,J0157-DR-M,55.0
3105,JNE3807-KR-M,55.0
3107,JNE3807-KR-SC,55.0
3111,JNE3807-KR-XXXL,55.0
3181,JNE3856-KR-M,55.0
3183,JNE3856-KR-XL,55.0
3204,JNE3870-DR-L,55.0
429,J0048-TP-M,55.0
428,J0048-TP-L,55.0
3184,JNE3856-KR-XS,55.0
3208,JNE3870-DR-XS,55.0
3205,JNE3870-DR-M,55.0
3210,JNE3870-DR-XXXL,55.0
3185,JNE3856-KR-XXL,55.0
3186,JNE3856-KR-XXXL,55.0
3182,JNE3856-KR-S,54.5
3108,JNE3807-KR-XL,54.5
3109,JNE3807-KR-XS,54.5
1865,JNE3428-KR-XXL,54.5
1862,JNE3428-KR-M,54.5
1864,JNE3428-KR-XL,54.5
1861,JNE3428-KR-L,54.25
1863,JNE3428-KR-S,54.0
3110,JNE3807-KR-XXL,54.0
1897,JNE3438-KR-L,54.0
2864,JNE3729-KR-XS,54.0
1899,JNE3438-KR-S,54.0
1898,JNE3438-KR-M,54.0
4296,SET316-KR-DPT-XL,54.0
296,J0004-SKD-L,54.0
1307,J0307-TP-M,54.0
1902,JNE3438-KR-XXXL,54.0
561,J0102-SKD-S,54.0
2475,JNE3639-TP-S,54.0
560,J0102-SKD-L,54.0
1949,JNE3449-KR-XXXL,54.0
3206,JNE3870-DR-S,53.5
3180,JNE3856-KR-L,53.5
663,J0126-SKD-M,53.5
1570,JNE2205-KR-467-XL,53.25
1571,JNE2205-KR-467-XXL,53.25
1572,JNE2205-KR-467-XXXL,53.25
1568,JNE2205-KR-467-M,53.25
1567,JNE2205-KR-467-L,53.25
2633,JNE3673-TU-XXXL,53.0
2631,JNE3673-TU-XS,53.0
2702,JNE3688-TU-XL,53.0
790,J0152-DR-XXL,53.0
788,J0152-DR-XL,53.0
2703,JNE3688-TU-XS,53.0
3725,SET172-KR-PP-XXL,53.0
2629,JNE3673-TU-S,53.0
2705,JNE3688-TU-XXXL,53.0
1752,JNE3376-KR-S,53.0
664,J0126-SKD-S,52.75
2700,JNE3688-TU-M,52.69999999999982
804,J0154-DR-XXL,52.690000000000055
805,J0154-DR-XXXL,52.690000000000055
3945,SET235-KR-PP-L,52.66000000000008
3929,SET231-KR-PP-XXL,52.59000000000003
3928,SET231-KR-PP-XL,52.59000000000003
3927,SET231-KR-PP-S,52.59000000000003
3926,SET231-KR-PP-M,52.59000000000003
2268,JNE3573-KR-XS,52.5
1124,J0238-LCD-M,52.5
2088,JNE3523-KR-XS,52.5
1513,JNE2032-KR-205-XXXL,52.5
3948,SET235-KR-PP-XL,52.33000000000004
3949,SET235-KR-PP-XXL,52.33000000000004
3947,SET235-KR-PP-S,52.33000000000004
3946,SET235-KR-PP-M,52.33000000000004
3925,SET231-KR-PP-L,52.180000000000064
3174,JNE3836-KR-XL,52.0
3169,JNE3835-KR-XXL,52.0
3168,JNE3835-KR-XS,52.0
3167,JNE3835-KR-XL,52.0
3165,JNE3835-KR-M,52.0
3164,JNE3835-KR-L,52.0
3163,JNE3834-KR-XXXL,52.0
3162,JNE3834-KR-XXL,52.0
3170,JNE3835-KR-XXXL,52.0
3171,JNE3836-KR-L,52.0
3172,JNE3836-KR-M,52.0
3173,JNE3836-KR-S,52.0
3166,JNE3835-KR-S,52.0
3175,JNE3836-KR-XS,52.0
3513,PJNE3445-KR-6XL,52.0
3176,JNE3836-KR-XXL,52.0
3177,JNE3836-KR-XXXL,52.0
3504,PJNE3423-KR-6XL,52.0
3503,PJNE3423-KR-5XL,52.0
3160,JNE3834-KR-XL,52.0
2510,JNE3648-TP-L,52.0
2512,JNE3648-TP-S,52.0
2514,JNE3648-TP-XXL,52.0
3944,SET234-KR-PP-XXL,52.0
2089,JNE3523-KR-XXL,52.0
3943,SET234-KR-PP-XL,52.0
3941,SET234-KR-PP-M,52.0
3940,SET234-KR-PP-L,52.0
3161,JNE3834-KR-XS,52.0
3155,JNE3833-KR-XXL,52.0
3159,JNE3834-KR-S,52.0
3907,SET227-KR-PP-XXXL,52.0
3124,JNE3816-KR-M,52.0
1631,JNE3160-KR-XXL,52.0
3123,JNE3816-KR-L,52.0
2967,JNE3760-KR-L,52.0
2968,JNE3760-KR-M,52.0
4171,SET281-KR-PP-XXL,52.0
2969,JNE3760-KR-S,52.0
2970,JNE3760-KR-XL,52.0
3006,JNE3770-KR-S,52.0
3158,JNE3834-KR-M,52.0
2971,JNE3760-KR-XXL,52.0
2972,JNE3760-KR-XXXL,52.0
3005,JNE3770-KR-M,52.0
4169,SET281-KR-PP-S,52.0
3035,JNE3779-KR-XXL,52.0
3034,JNE3779-KR-XL,52.0
4168,SET281-KR-PP-M,52.0
4170,SET281-KR-PP-XL,52.0
3150,JNE3833-KR-L,52.0
3921,SET230-KR-PP-M,52.0
3125,JNE3816-KR-S,52.0
3126,JNE3816-KR-XL,52.0
3127,JNE3816-KR-XS,52.0
3157,JNE3834-KR-L,52.0
3128,JNE3816-KR-XXL,52.0
3129,JNE3816-KR-XXXL,52.0
1497,JNE2009-KR-310-M,52.0
3423,NW012-TP-PJ-XXL,52.0
3151,JNE3833-KR-M,52.0
3152,JNE3833-KR-S,52.0
3153,JNE3833-KR-XL,52.0
3156,JNE3833-KR-XXXL,52.0
3154,JNE3833-KR-XS,52.0
1248,J0285-SKD-XL,51.79999999999927
1498,JNE2009-KR-310-S,51.25
895,J0178-TP-XXXL,51.13000000000011
1628,JNE3160-KR-S,51.0
2262,JNE3571-KR-XXL,51.0
3502,PJNE3423-KR-4XL,51.0
79,BL110-S,51.0
3511,PJNE3445-KR-4XL,51.0
81,BL110-XS,51.0
2125,JNE3539-KR-XS,51.0
80,BL110-XL,51.0
77,BL110-L,51.0
3512,PJNE3445-KR-5XL,51.0
2263,JNE3571-KR-XXXL,51.0
2260,JNE3571-KR-XL,51.0
2258,JNE3571-KR-M,51.0
2257,JNE3571-KR-L,51.0
78,BL110-M,51.0
746,J0142-KR-XL,50.88000000000011
745,J0142-KR-S,50.88000000000011
748,J0142-KR-XXL,50.88000000000011
744,J0142-KR-M,50.88000000000011
749,J0142-KR-XXXL,50.879999999999995
747,J0142-KR-XS,50.879999999999995
1044,J0211-DR-L,50.850000000000364
551,J0101-DR-L,50.75
1656,JNE3256-KR-XS,50.25
1956,JNE3454-KR-XXXL,50.25
1950,JNE3454-KR-L,50.25
1951,JNE3454-KR-M,50.25
1952,JNE3454-KR-S,50.25
1953,JNE3454-KR-XL,50.25
1954,JNE3454-KR-XS,50.25
1955,JNE3454-KR-XXL,50.25
2880,JNE3734-KR-XL,50.0
1560,JNE2171-KR-437-XXL,50.0
1561,JNE2171-KR-437-XXXL,50.0
1425,J0372-SKD-M,50.0
2871,JNE3732-KR-XL,50.0
2873,JNE3732-KR-XXL,50.0
1046,J0211-DR-S,50.0
2615,JNE3671-TU-S,50.0
2613,JNE3671-TU-L,50.0
2881,JNE3734-KR-XXL,50.0
1047,J0211-DR-XL,50.0
1045,J0211-DR-M,50.0
1049,J0211-DR-XXL,50.0
1559,JNE2171-KR-437-XS,50.0
2618,JNE3671-TU-XXL,50.0
3458,NW036-ST-SR-XXL,50.0
1557,JNE2171-KR-437-S,50.0
1555,JNE2171-KR-437-L,50.0
3454,NW036-ST-SR-L,50.0
3455,NW036-ST-SR-M,50.0
1556,JNE2171-KR-437-M,50.0
1558,JNE2171-KR-437-XL,50.0
3456,NW036-ST-SR-S,50.0
3457,NW036-ST-SR-XL,50.0
636,J0119-TP-XXXL,50.0
3629,SET094-KR-NP-S,49.75
3919,SET229-KR-PP-XXXL,49.75
3915,SET229-KR-PP-M,49.75
1749,JNE3373-KR-XXXL,49.5
1746,JNE3373-KR-XL,49.5
1718,JNE3364-KR-1051-XXXL,49.5
547,J0098-TP-XS,49.309999999999945
545,J0098-TP-S,49.309999999999945
