,SKU,0
3797,SET197-KR-NP-S,139.5
1082,J0225-SKD-XS,139.0
2164,JNE3553-KR-XXL,139.0
2161,JNE3553-KR-S,139.0
1080,J0225-SKD-S,139.0
2160,JNE3553-KR-M,139.0
1084,J0225-SKD-XXXL,139.0
1658,JNE3256-KR-XXXL,138.75
460,J0081-DR-S,137.8099999999995
3776,SET193-KR-NP-S,137.5
458,J0081-DR-L,137.3099999999995
3833,SET205-KR-DPT-L,136.75
3778,SET193-KR-NP-XXL,136.5
3775,SET193-KR-NP-M,136.5
3777,SET193-KR-NP-XL,136.5
777,J0148-SET-XXL,136.44000000000005
3935,SET233-KR-PP-L,136.35000000000036
3420,NW012-TP-PJ-S,136.0
3421,NW012-TP-PJ-XL,136.0
3418,NW012-TP-PJ-L,136.0
2079,JNE3522-KR-S,136.0
3419,NW012-TP-PJ-M,136.0
642,J0120-TP-XXL,135.5
3837,SET205-KR-DPT-XS,135.30999999999995
483,J0086-DR-S,135.0
1363,J0341-DR-XL,134.0
635,J0119-TP-XXL,134.0
3667,SET131-KR-NP-L,133.44000000000005
626,J0118-TP-XL,132.53999999999996
3722,SET172-KR-PP-M,132.5
2420,JNE3627-KR-M,132.25
2422,JNE3627-KR-XL,132.25
625,J0118-TP-S,132.19000000000005
921,J0185-DR-S,132.04999999999927
2759,JNE3708-TU-S,132.0
2763,JNE3708-TU-XXXL,132.0
2762,JNE3708-TU-XXL,132.0
662,J0126-SKD-L,131.75
624,J0118-TP-M,131.6899999999996
4576,SET405-KR-NP-XXXL,131.5
355,J0014-LCD-XS,131.0
4558,SET396-KR-PP-L,131.0
4559,SET396-KR-PP-M,131.0
4560,SET396-KR-PP-S,131.0
4561,SET396-KR-PP-XL,131.0
4562,SET396-KR-PP-XXL,131.0
1690,JNE3311-KR-XL,131.0
3550,SET014-KR-PP-XXXL,130.5
3548,SET014-KR-PP-XL,130.5
3549,SET014-KR-PP-XXL,130.5
3545,SET014-KR-PP-L,130.5
3658,SET110-KR-PP-XXXL,130.5
4130,SET273-KR-NP-L,130.25
4133,SET273-KR-NP-XL,130.25
4135,SET273-KR-NP-XXL,130.25
4136,SET273-KR-NP-XXXL,130.25
4469,SET355-KR-PP-XXL,130.0
4470,SET355-KR-PP-XXXL,130.0
4467,SET355-KR-PP-XL,130.0
4466,SET355-KR-PP-S,130.0
4464,SET355-KR-PP-L,130.0
4465,SET355-KR-PP-M,130.0
4468,SET355-KR-PP-XS,130.0
3801,SET197-KR-NP-XXXL,129.75
2290,JNE3577-KR-M,129.75
1003,J0202-TP-XS,129.75
4417,SET345-KR-NP-L,129.5
4420,SET345-KR-NP-XL,129.5
4422,SET345-KR-NP-XXL,129.5
4423,SET345-KR-NP-XXXL,129.5
1635,JNE3225-KR-S,129.5
4419,SET345-KR-NP-S,129.5
2318,JNE3606-KR-M,129.25
2317,JNE3606-KR-L,129.25
2319,JNE3606-KR-S,129.25
2320,JNE3606-KR-XL,129.25
2292,JNE3577-KR-XL,129.25
2322,JNE3606-KR-XXL,129.25
2323,JNE3606-KR-XXXL,129.25
4059,SET258-KR-PP-M,129.0
4060,SET258-KR-PP-S,129.0
400,J0034-SET-XL,129.0
4002,SET245-KR-NP-XXL,129.0
4418,SET345-KR-NP-M,129.0
399,J0034-SET-L,129.0
4003,SET245-KR-NP-XXXL,129.0
4062,SET258-KR-PP-XS,129.0
4058,SET258-KR-PP-L,129.0
3999,SET245-KR-NP-S,128.75
3998,SET245-KR-NP-M,128.75
3997,SET245-KR-NP-L,128.75
235,BTM048-PP-L,128.0
178,BTM038-PP-XXL,128.0
2639,JNE3674-TU-XXL,127.85000000000036
2264,JNE3573-KR-L,127.0
3672,SET131-KR-NP-XXL,126.69000000000005
3669,SET131-KR-NP-S,126.69000000000005
3673,SET131-KR-NP-XXXL,126.69000000000005
3668,SET131-KR-NP-M,126.69000000000005
2657,JNE3678-TU-XXL,126.25
1671,JNE3273-KR-XS,126.05000000000018
4144,SET275-KR-NP-XXXL,126.0
1265,J0295-DR-L,126.0
4544,SET392-KR-NP-M,126.0
1217,J0279-SET-XXL,125.0
4473,SET358-KR-NP-M,125.0
1503,JNE2014-KR-178-S,124.75
1216,J0279-SET-XL,124.69999999999982
3864,SET219-KR-PP-M,124.5
3637,SET097-KR-PP-XXL,124.5
3636,SET097-KR-PP-XL,124.5
3865,SET219-KR-PP-S,124.5
3866,SET219-KR-PP-XL,124.5
3868,SET219-KR-PP-XXXL,124.5
3638,SET097-KR-PP-XXXL,124.5
3856,SET217-KR-PP-XXL,124.35000000000036
3854,SET217-KR-PP-XL,124.35000000000036
3852,SET217-KR-PP-M,124.35000000000036
3853,SET217-KR-PP-S,124.34999999999991
3851,SET217-KR-PP-L,124.34999999999991
3857,SET217-KR-PP-XXXL,124.34999999999991
1673,JNE3273-KR-XXXL,124.0
3209,JNE3870-DR-XXL,124.0
3207,JNE3870-DR-XL,124.0
4477,SET358-KR-NP-XXL,124.0
4368,SET332-KR-PP-XL,124.0
4476,SET358-KR-NP-XS,124.0
4478,SET358-KR-NP-XXXL,124.0
4472,SET358-KR-NP-L,124.0
4474,SET358-KR-NP-S,124.0
4475,SET358-KR-NP-XL,124.0
928,J0186-SET-XS,123.65999999999985
2398,JNE3620-KR-XXXL,123.5
926,J0186-SET-S,123.30999999999995
3242,MEN5005-KR-L,123.25
2156,JNE3549-KR-XXL,123.0
2155,JNE3549-KR-XL,123.0
2154,JNE3549-KR-S,123.0
2583,JNE3665-TP-XS,123.0
2582,JNE3665-TP-XL,123.0
3264,MEN5009-KR-S,123.0
3243,MEN5005-KR-M,123.0
3245,MEN5005-KR-XL,123.0
1789,JNE3391-KR-XXXL,123.0
1788,JNE3391-KR-XXL,123.0
1785,JNE3391-KR-S,123.0
1784,JNE3391-KR-M,123.0
1786,JNE3391-KR-XL,123.0
1783,JNE3391-KR-L,122.84999999999991
3246,MEN5005-KR-XXL,122.80999999999995
2152,JNE3549-KR-L,122.75
3306,MEN5016-KR-XXL,122.75
3303,MEN5016-KR-M,122.75
3304,MEN5016-KR-S,122.75
2396,JNE3620-KR-XL,122.5
1500,JNE2009-KR-310-XXL,121.5
4505,SET378-KR-NP-XL,121.5
1427,J0373-KR-M,121.5
4207,SET290-KR-DPT-XXL,121.5
3899,SET226-KR-PP-XXL,121.5
3737,SET183-KR-DH-XL,121.5
3734,SET183-KR-DH-L,121.5
4504,SET378-KR-NP-S,121.5
4506,SET378-KR-NP-XS,121.5
4507,SET378-KR-NP-XXL,121.5
1496,JNE2009-KR-310-L,121.5
627,J0118-TP-XS,121.19000000000005
133,BTM027-NP-XL,121.05999999999995
130,BTM027-NP-L,121.05999999999995
4449,SET350-KR-NP-XL,121.0
765,J0147-SET-L,121.0
771,J0147-SET-XXXL,121.0
767,J0147-SET-S,121.0
4446,SET350-KR-NP-L,121.0
768,J0147-SET-XL,121.0
4447,SET350-KR-NP-M,121.0
4448,SET350-KR-NP-S,121.0
770,J0147-SET-XXL,121.0
4450,SET350-KR-NP-XS,121.0
4502,SET378-KR-NP-L,121.0
4452,SET350-KR-NP-XXXL,121.0
4503,SET378-KR-NP-M,121.0
4451,SET350-KR-NP-XXL,121.0
1717,JNE3364-KR-1051-XXL,120.75
3706,SET158-KR-PP-M,120.0
3708,SET158-KR-PP-XXXL,120.0
3707,SET158-KR-PP-XL,120.0
2124,JNE3539-KR-XL,120.0
2605,JNE3669-TU-XL,119.85000000000036
417,J0041-SET-S,119.75
421,J0041-SET-XXXL,119.75
415,J0041-SET-L,119.60000000000036
416,J0041-SET-M,119.60000000000036
1007,J0203-TP-M,119.5
1009,J0203-TP-XL,119.5
1006,J0203-TP-L,119.5
1010,J0203-TP-XS,119.5
1008,J0203-TP-S,119.5
2604,JNE3669-TU-S,119.35000000000036
2607,JNE3669-TU-XXL,119.0
2603,JNE3669-TU-M,119.0
2054,JNE3506-KR-XXXL,118.5
2726,JNE3697-KR-XL,118.5
2178,JNE3556-KR-L,118.5
1165,J0246-SKD-L,118.26000000000022
4551,SET394-KR-NP-S,118.0
4550,SET394-KR-NP-M,118.0
4552,SET394-KR-NP-XL,118.0
4553,SET394-KR-NP-XS,118.0
4554,SET394-KR-NP-XXL,118.0
4555,SET394-KR-NP-XXXL,118.0
1434,J0375-SKD-XL,118.0
1435,J0375-SKD-XS,118.0
4549,SET394-KR-NP-L,118.0
1431,J0375-SKD-L,118.0
1432,J0375-SKD-M,118.0
1433,J0375-SKD-S,118.0
1437,J0375-SKD-XXXL,118.0
1436,J0375-SKD-XXL,118.0
2180,JNE3556-KR-S,118.0
2724,JNE3697-KR-M,117.75
2538,JNE3656-TP-L,117.75
1168,J0246-SKD-XL,117.55999999999995
1170,J0246-SKD-XXL,117.55999999999995
1169,J0246-SKD-XS,117.55999999999995
1167,J0246-SKD-S,117.55999999999949
4500,SET375-KR-NP-XXL,117.5
387,J0024-KR-XS,117.5
1166,J0246-SKD-M,117.40999999999985
2524,JNE3651-TP-XXL,117.25
1171,J0246-SKD-XXXL,117.05999999999949
1341,J0335-DR-XXL,117.0
4217,SET293-KR-NP-S,117.0
3662,SET130-KR-NP-M,117.0
280,J0001-DR-XS,117.0
960,J0194-DR-XXXL,117.0
2727,JNE3697-KR-XXL,116.75
2725,JNE3697-KR-S,116.5
2348,JNE3612-KR-XL,116.0
862,J0172-TP-XL,115.5
1989,JNE3469-KR-M,115.5
4228,SET297-KR-NP-L,115.5
1328,J0333-DR-L,115.5
1988,JNE3469-KR-L,115.5
1993,JNE3469-KR-XXXL,115.5
637,J0120-TP-L,115.0
3589,SET055-KR-NP-XL,114.0
3591,SET055-KR-NP-XXL,114.0
987,J0198-TP-XXL,114.0
3587,SET055-KR-NP-M,114.0
3586,SET055-KR-NP-L,114.0
3588,SET055-KR-NP-S,113.55000000000018
1762,JNE3384-KR-L,113.0
4037,SET251-KR-PP-XXL,112.75
4038,SET251-KR-PP-XXXL,112.75
4212,SET291-KR-PP-XL,112.5
4210,SET291-KR-PP-M,112.5
3682,SET144-KR-NP-XXL,112.10000000000036
3912,SET228-KR-PP-XXL,112.0
308,J0006-SET-L,112.0
3646,SET100-KR-PP-L,111.84999999999991
3768,SET191-KR-PP-L,111.5
3771,SET191-KR-PP-XL,111.5
3773,SET191-KR-PP-XXXL,111.5
3772,SET191-KR-PP-XXL,111.5
3651,SET100-KR-PP-XXXL,111.5
3649,SET100-KR-PP-XL,111.5
4034,SET251-KR-PP-S,111.25
2140,JNE3547-KR-S,111.05000000000018
588,J0110-SKD-M,110.60000000000036
2112,JNE3535-KR-M,110.5
2116,JNE3535-KR-XXXL,110.5
1068,J0214-TP-XXL,110.0
3406,NW003-TP-PJ-S,110.0
2914,JNE3744-TU-L,109.75
2853,JNE3727-KR-M,109.5
3782,SET194-KR-NP-S,109.25
3464,PJNE1906-KR-6XL,109.0
2919,JNE3744-TU-XXL,108.5
2917,JNE3744-TU-XL,108.5
2665,JNE3679-TU-XXXL,108.5
1512,JNE2032-KR-205-XXL,108.5
1511,JNE2032-KR-205-XL,108.5
1509,JNE2032-KR-205-M,108.5
2076,JNE3518-KR-XXXL,108.5
1508,JNE2032-KR-205-L,108.25
1884,JNE3435-KR-L,108.0
4373,SET333-KR-DPT-XXL,108.0
3780,SET194-KR-NP-L,108.0
3815,SET200-KR-NP-L,108.0
4301,SET317-KR-PP-M,108.0
3816,SET200-KR-NP-M,108.0
4302,SET317-KR-PP-S,108.0
3781,SET194-KR-NP-M,108.0
3817,SET200-KR-NP-S,108.0
3818,SET200-KR-NP-XL,108.0
4513,SET380-KR-NP-XS,108.0
4515,SET380-KR-NP-XXXL,108.0
4303,SET317-KR-PP-XL,108.0
4304,SET317-KR-PP-XS,108.0
4305,SET317-KR-PP-XXL,108.0
4564,SET397-KR-NP-M,108.0
4306,SET317-KR-PP-XXXL,108.0
4565,SET397-KR-NP-S,108.0
4567,SET397-KR-NP-XS,108.0
4300,SET317-KR-PP-L,108.0
3783,SET194-KR-NP-XL,107.85000000000036
803,J0154-DR-XS,107.69000000000005
2267,JNE3573-KR-XL,107.5
2265,JNE3573-KR-M,107.5
525,J0094-KR-XS,107.25
2144,JNE3547-KR-XXXL,107.0
2266,JNE3573-KR-S,107.0
2351,JNE3612-KR-XXXL,107.0
2350,JNE3612-KR-XXL,107.0
2270,JNE3573-KR-XXXL,107.0
2269,JNE3573-KR-XXL,107.0
2704,JNE3688-TU-XXL,106.5
864,J0172-TP-XXL,106.5
2489,JNE3642-TP-L,106.5
527,J0094-KR-XXXL,106.5
526,J0094-KR-XXL,106.5
523,J0094-KR-S,106.5
580,J0109-SKD-L,106.35000000000036
1794,JNE3396-KR-XS,106.25
2860,JNE3729-KR-L,106.25
2862,JNE3729-KR-S,106.25
2866,JNE3729-KR-XXXL,106.25
2861,JNE3729-KR-M,106.25
2136,JNE3546-KR-XXL,106.0
4349,SET328-KR-NP-M,106.0
2137,JNE3546-KR-XXXL,106.0
1203,J0277-SKD-XL,105.84999999999854
2622,JNE3672-TU-S,105.5
2699,JNE3688-TU-L,105.35000000000036
4433,SET348-KR-NP-M,105.0
3383,MEN5030-KR-S,105.0
3384,MEN5030-KR-XL,105.0
4437,SET348-KR-NP-XXL,105.0
3385,MEN5030-KR-XXL,105.0
4436,SET348-KR-NP-XS,105.0
3381,MEN5030-KR-L,105.0
3602,SET062-KR-SP-XL,105.0
4439,SET349-KR-NP-L,105.0
4441,SET349-KR-NP-S,105.0
4438,SET348-KR-NP-XXXL,105.0
4445,SET349-KR-NP-XXXL,105.0
4444,SET349-KR-NP-XXL,105.0
4443,SET349-KR-NP-XS,105.0
4442,SET349-KR-NP-XL,105.0
3382,MEN5030-KR-M,105.0
4440,SET349-KR-NP-M,105.0
1695,JNE3313-KR-XL,104.63000000000011
1694,JNE3313-KR-S,104.63000000000011
1693,JNE3313-KR-M,104.63000000000011
1698,JNE3313-KR-XXXL,104.63000000000011
1692,JNE3313-KR-L,104.63000000000011
1697,JNE3313-KR-XXL,104.38000000000011
3841,SET209-KR-PP-L,104.0
2040,JNE3501-KR-XS,104.0
497,J0090-TP-M,103.94999999999982
3598,SET058-KR-NP-XXXL,103.75
2651,JNE3676-TU-XXXL,103.75
2691,JNE3686-TU-XXXL,103.5
3984,SET243-KR-PP-L,103.5
4246,SET302-KR-PP-XL,103.5
4318,SET321-KR-DPT-M,103.0
3594,SET058-KR-NP-S,102.5
3576,SET044-KR-NP-XXL,102.5
1246,J0285-SKD-M,102.40000000000146
1245,J0285-SKD-L,102.35000000000036
3753,SET186-KR-DH-XXL,102.25
893,J0178-TP-XS,102.13000000000011
3606,SET073-KR-SHA-L,102.10000000000036
3934,SET232-KR-PP-XXL,102.0
3938,SET233-KR-PP-XL,102.0
3939,SET233-KR-PP-XXL,102.0
3607,SET073-KR-SHA-M,102.0
3610,SET073-KR-SHA-XXL,102.0
2127,JNE3539-KR-XXXL,102.0
2123,JNE3539-KR-S,102.0
2122,JNE3539-KR-M,102.0
2121,JNE3539-KR-L,102.0
2126,JNE3539-KR-XXL,102.0
3793,SET196-KR-NP-XXL,101.75
3936,SET233-KR-PP-M,101.5
2575,JNE3664-TP-S,101.5
3937,SET233-KR-PP-S,101.5
3557,SET037-KR-NP-XXL,101.25
2573,JNE3664-TP-L,101.25
2574,JNE3664-TP-M,101.25
2577,JNE3664-TP-XS,101.25
2576,JNE3664-TP-XL,101.25
3552,SET037-KR-NP-L,101.25
3553,SET037-KR-NP-M,101.25
3554,SET037-KR-NP-S,101.25
3555,SET037-KR-NP-XL,101.25
2797,JNE3716-KR-M,100.25
2801,JNE3716-KR-XXL,100.25
4128,SET272-KR-PP-XXL,100.0
4346,SET327-KR-DPT-XXL,100.0
4341,SET327-KR-DPT-L,100.0
4342,SET327-KR-DPT-M,100.0
4343,SET327-KR-DPT-S,100.0
4344,SET327-KR-DPT-XL,100.0
4347,SET327-KR-DPT-XXXL,100.0
4345,SET327-KR-DPT-XS,100.0
3190,JNE3863-TU-L,100.0
3631,SET094-KR-NP-XXL,99.5
4127,SET272-KR-PP-XL,99.5
2203,JNE3561-KR-M,99.5
2205,JNE3561-KR-XL,99.5
3825,SET203-KR-DPT-M,99.25
3632,SET094-KR-NP-XXXL,99.25
3628,SET094-KR-NP-M,99.0
4408,SET342-KR-NP-XXXL,99.0
4407,SET342-KR-NP-XXL,99.0
4409,SET343-KR-NP-L,99.0
4406,SET342-KR-NP-XS,99.0
4405,SET342-KR-NP-XL,99.0
4404,SET342-KR-NP-S,99.0
4403,SET342-KR-NP-M,99.0
3627,SET094-KR-NP-L,99.0
4414,SET343-KR-NP-XXL,99.0
4411,SET343-KR-NP-S,99.0
4413,SET343-KR-NP-XS,99.0
886,J0177-KR-XL,98.84999999999991
2207,JNE3561-KR-XXXL,98.5
4463,SET353-KR-NP-XS,98.0
2821,JNE3720-KR-L,98.0
2822,JNE3720-KR-M,98.0
2825,JNE3720-KR-XXL,98.0
2826,JNE3720-KR-XXXL,98.0
2824,JNE3720-KR-XL,98.0
2823,JNE3720-KR-S,98.0
4415,SET343-KR-NP-XXXL,98.0
4402,SET342-KR-NP-L,98.0
3094,JNE3798-KR-XXL,98.0
3091,JNE3797-KR-XXL,98.0
3090,JNE3797-KR-XL,98.0
4412,SET343-KR-NP-XL,98.0
1714,JNE3364-KR-1051-S,97.5
401,J0034-SET-XS,97.5
1712,JNE3364-KR-1051-L,97.5
634,J0119-TP-XS,97.0
4410,SET343-KR-NP-M,97.0
632,J0119-TP-S,97.0
1645,JNE3252-KR-XXL,97.0
1646,JNE3252-KR-XXXL,97.0
382,J0023-TP-XS,97.0
2518,JNE3649-TP-XS,97.0
1640,JNE3252-KR-L,97.0
1641,JNE3252-KR-M,97.0
1642,JNE3252-KR-S,97.0
2606,JNE3669-TU-XS,96.84999999999991
383,J0024-KR-L,96.10000000000036
520,J0093-DR-XXXL,96.03999999999996
519,J0093-DR-XXL,96.03999999999996
515,J0093-DR-M,96.03999999999996
514,J0093-DR-L,96.03999999999996
2888,JNE3739-KR-L,96.0
4050,SET253-KR-NP-XS,96.0
3200,JNE3864-TU-XL,96.0
3202,JNE3864-TU-XXL,96.0
2891,JNE3739-KR-XL,96.0
3807,SET198-KR-NP-XXL,96.0
332,J0009-SKD-XXXL,95.94000000000051
330,J0009-SKD-XS,95.94000000000005
329,J0009-SKD-XL,95.94000000000005
1680,JNE3288-KR-XXXL,95.85000000000036
4048,SET253-KR-NP-S,95.75
384,J0024-KR-M,95.75
1679,JNE3288-KR-XXL,95.5
4046,SET253-KR-NP-L,95.5
2212,JNE3562-KR-XXL,95.5
2293,JNE3577-KR-XXL,95.5
1676,JNE3288-KR-S,95.5
4049,SET253-KR-NP-XL,95.25
385,J0024-KR-S,95.25
386,J0024-KR-XL,95.25
149,BTM031-NP-L,95.05999999999995
2291,JNE3577-KR-S,95.0
1765,JNE3384-KR-XL,95.0
1767,JNE3384-KR-XXL,95.0
517,J0093-DR-XL,94.94000000000005
2520,JNE3651-TP-M,94.5
1906,JNE3439-KR-XL,94.34999999999991
1904,JNE3439-KR-M,94.25
1908,JNE3439-KR-XXL,94.25
1903,JNE3439-KR-L,94.25
313,J0006-SET-XXL,94.0
3004,JNE3770-KR-L,94.0
102,BTM003-XL,94.0
99,BTM003-L,94.0
2175,JNE3555-KR-XS,94.0
137,BTM029-NP-L,93.5
3754,SET186-KR-DH-XXXL,93.5
1687,JNE3311-KR-L,93.0
1688,JNE3311-KR-M,93.0
1689,JNE3311-KR-S,93.0
858,J0171-DR-XXXL,93.0
4177,SET285-KR-SHA-L,93.0
1691,JNE3311-KR-XS,93.0
4289,SET315-KR-PP-XL,93.0
468,J0083-KR-XL,92.94000000000005
769,J0147-SET-XS,92.55999999999995
766,J0147-SET-M,92.55999999999949
4179,SET285-KR-SHA-S,92.5
2425,JNE3627-KR-XXXL,92.5
3670,SET131-KR-NP-XL,92.44000000000005
485,J0086-DR-XS,92.25
3752,SET186-KR-DH-XS,92.0
3611,SET073-KR-SHA-XXXL,92.0
2915,JNE3744-TU-M,92.0
2296,JNE3578-KR-M,92.0
2540,JNE3656-TP-S,91.75
4178,SET285-KR-SHA-M,91.5
4180,SET285-KR-SHA-XL,91.5
1946,JNE3449-KR-S,91.5
2778,JNE3712-TP-M,91.25
2782,JNE3712-TP-XXL,91.25
4094,SET266-KR-NP-XL,91.0
1944,JNE3449-KR-L,91.0
2668,JNE3680-TU-S,91.0
1886,JNE3435-KR-S,90.25
1885,JNE3435-KR-M,90.25
3191,JNE3863-TU-M,90.0
3195,JNE3863-TU-XXL,90.0
3194,JNE3863-TU-XS,90.0
3196,JNE3863-TU-XXXL,90.0
1638,JNE3225-KR-XXL,90.0
2624,JNE3672-TU-XS,90.0
1361,J0341-DR-M,90.0
1360,J0341-DR-L,90.0
3193,JNE3863-TU-XL,90.0
530,J0096-KR-M,90.0
3192,JNE3863-TU-S,90.0
532,J0096-KR-XL,90.0
1639,JNE3225-KR-XXXL,90.0
534,J0096-KR-XXL,90.0
2920,JNE3744-TU-XXXL,90.0
535,J0096-KR-XXXL,90.0
529,J0096-KR-L,90.0
1887,JNE3435-KR-XL,90.0
1889,JNE3435-KR-XXL,90.0
1606,JNE2307-KR-572-XXL,89.88000000000011
1605,JNE2307-KR-572-XL,89.88000000000011
3814,SET199-KR-NP-XXXL,89.75
2770,JNE3710-DR-L,89.5
2771,JNE3710-DR-M,89.25
1808,JNE3400-KR-M,89.0
1810,JNE3400-KR-XL,89.0
3452,NW031-TP-PJ-XXL,89.0
3827,SET203-KR-DPT-XL,89.0
3829,SET203-KR-DPT-XXL,89.0
2948,JNE3756-KR-XXL,88.75
2074,JNE3518-KR-XL,88.5
2075,JNE3518-KR-XXL,88.5
2073,JNE3518-KR-S,88.5
2188,JNE3557-KR-XXL,88.19999999999982
2187,JNE3557-KR-XL,88.19999999999982
501,J0090-TP-XXXL,88.0
2071,JNE3518-KR-L,88.0
2072,JNE3518-KR-M,88.0
2185,JNE3557-KR-M,87.55000000000018
3603,SET062-KR-SP-XS,87.5
3497,PJNE3405-KR-5XL,87.5
2184,JNE3557-KR-L,87.05000000000018
2483,JNE3640-TP-XS,87.0
994,J0201-TP-S,87.0
931,J0187-KR-L,86.80999999999995
933,J0187-KR-S,86.80999999999995
935,J0187-KR-XS,86.80999999999995
936,J0187-KR-XXL,86.80999999999995
937,J0187-KR-XXXL,86.80999999999995
934,J0187-KR-XL,86.80999999999995
932,J0187-KR-M,86.80999999999995
3735,SET183-KR-DH-M,86.5
2372,JNE3616-KR-L,86.25
3522,PSET268-KR-NP-6XL,86.0
3521,PSET268-KR-NP-5XL,86.0
3520,PSET268-KR-NP-4XL,86.0
3498,PJNE3405-KR-6XL,86.0
1097,J0230-SKD-XS,86.0
3496,PJNE3405-KR-4XL,86.0
981,J0197-TP-XXXL,86.0
998,J0201-TP-XXXL,86.0
997,J0201-TP-XXL,86.0
980,J0197-TP-XXL,86.0
2859,JNE3728-KR-XXL,85.75
2271,JNE3574-KR-L,85.75
3036,JNE3780-KR-XL,85.5
860,J0172-TP-M,85.5
859,J0172-TP-L,85.5
2855,JNE3728-KR-L,85.25
2856,JNE3728-KR-M,85.25
1602,JNE2307-KR-572-L,85.13000000000011
4026,SET250-KR-SHA-M,84.35000000000036
2632,JNE3673-TU-XXL,84.34999999999991
3621,SET083-KR-PP-S,84.25
3623,SET083-KR-PP-XS,84.25
3625,SET083-KR-PP-XXXL,84.25
2493,JNE3642-TP-XS,84.25
3657,SET110-KR-PP-XXL,84.09999999999991
4399,SET340-KR-NP-XXL,84.0
3422,NW012-TP-PJ-XS,84.0
4547,SET392-KR-NP-XXL,84.0
4167,SET281-KR-PP-L,84.0
4027,SET250-KR-SHA-S,84.0
776,J0148-SET-XS,83.44000000000005
773,J0148-SET-M,83.44000000000005
774,J0148-SET-S,83.28999999999996
2314,JNE3605-KR-XS,83.25
2321,JNE3606-KR-XS,83.25
4247,SET302-KR-PP-XS,83.0
4249,SET302-KR-PP-XXXL,83.0
4248,SET302-KR-PP-XXL,83.0
1271,J0296-DR-L,83.0
4245,SET302-KR-PP-S,83.0
4244,SET302-KR-PP-M,83.0
629,J0118-TP-XXXL,82.19000000000005
4243,SET302-KR-PP-L,82.0
3942,SET234-KR-PP-S,82.0
4008,SET246-KR-PP-XXL,82.0
795,J0153-DR-XL,82.0
3802,SET198-KR-NP-L,82.0
2522,JNE3651-TP-XL,81.59999999999991
2777,JNE3712-TP-L,81.59999999999991
4204,SET290-KR-DPT-M,81.5
2523,JNE3651-TP-XS,81.25
1370,J0344-TP-L,81.0
3806,SET198-KR-NP-XS,81.0
2684,JNE3684-TU-XXXL,80.5
2679,JNE3684-TU-M,80.5
2681,JNE3684-TU-XL,80.5
719,J0137-SET-L,80.40999999999985
723,J0137-SET-XS,80.05999999999995
720,J0137-SET-M,80.05999999999995
721,J0137-SET-S,80.05999999999995
722,J0137-SET-XL,80.05999999999995
724,J0137-SET-XXL,80.05999999999995
725,J0137-SET-XXXL,80.05999999999995
4487,SET373-KR-PP-XS,80.0
1292,J0302-DR-XXXL,80.0
4489,SET373-KR-PP-XXXL,80.0
462,J0081-DR-XS,79.80999999999995
464,J0081-DR-XXXL,79.80999999999995
3624,SET083-KR-PP-XXL,79.5
2882,JNE3736-KR-L,79.5
2884,JNE3736-KR-S,79.5
3619,SET083-KR-PP-L,79.5
2885,JNE3736-KR-XL,79.5
3622,SET083-KR-PP-XL,79.5
2883,JNE3736-KR-M,79.5
3531,SAR046,79.0
3529,SAR044,79.0
3528,SAR043,79.0
1510,JNE2032-KR-205-S,79.0
793,J0153-DR-M,79.0
1343,J0336-TP-L,79.0
843,J0166-DR-XXL,79.0
3530,SAR045,78.75
2421,JNE3627-KR-S,78.25
2719,JNE3695-KR-L,78.25
3906,SET227-KR-PP-XXL,78.0
2722,JNE3695-KR-XXL,78.0
3903,SET227-KR-PP-S,78.0
2601,JNE3668-TP-XXL,78.0
3026,JNE3775-KR-S,78.0
3025,JNE3775-KR-M,78.0
3481,PJNE3068-KR-6XL,78.0
3480,PJNE3068-KR-5XL,78.0
3910,SET228-KR-PP-S,78.0
1430,J0374-KR-XXL,78.0
2105,JNE3534-KR-M,78.0
3027,JNE3775-KR-XL,78.0
1429,J0374-KR-XL,78.0
1629,JNE3160-KR-XL,78.0
2106,JNE3534-KR-S,78.0
3024,JNE3775-KR-L,78.0
2109,JNE3534-KR-XXL,78.0
2107,JNE3534-KR-XL,78.0
2809,JNE3718-KR-L,78.0
3479,PJNE3068-KR-4XL,78.0
2104,JNE3534-KR-L,78.0
3663,SET130-KR-NP-S,78.0
3664,SET130-KR-NP-XL,78.0
3661,SET130-KR-NP-L,78.0
4280,SET307-KR-DPT-XXL,78.0
2416,JNE3625-DR-M,78.0
2415,JNE3625-DR-L,78.0
2417,JNE3625-DR-XL,78.0
3665,SET130-KR-NP-XXL,78.0
2737,JNE3701-KR-XXXL,78.0
2419,JNE3627-KR-L,77.75
2813,JNE3718-KR-XXL,77.75
2424,JNE3627-KR-XXL,77.75
3738,SET183-KR-DH-XS,77.75
469,J0083-KR-XS,77.69000000000005
477,J0084-TP-XXL,77.69000000000005
476,J0084-TP-XS,77.69000000000005
478,J0084-TP-XXXL,77.69000000000005
471,J0083-KR-XXXL,77.69000000000005
465,J0083-KR-L,77.69000000000005
470,J0083-KR-XXL,77.69000000000005
475,J0084-TP-XL,77.69000000000005
1626,JNE3160-KR-L,77.5
467,J0083-KR-S,77.19000000000051
466,J0083-KR-M,77.19000000000051
2775,JNE3710-DR-XXL,77.0
2773,JNE3710-DR-XL,77.0
201,BTM042-PP-L,76.69000000000005
202,BTM042-PP-M,76.69000000000005
204,BTM042-PP-XL,76.69000000000005
706,J0134-SET-XXXL,76.38000000000011
